transaction_id,user_id,agent_id,authorization_id,timestamp,authorized_limit,daily_limit,allowed_categories,usual_category,avg_order_value,normal_velocity,account_age_days,amount,merchant_category,merchant_name,txns_in_last_10min,merchant_seen_before,label,scenario
f23e30ca,U330,AG-59006,AUTH-23935,2026-08-10T08:40:00,15000,30000.0,pharmacy|entertainment|fuel|fashion,fashion,417.95,3,76,498.43,fashion,Vega Enterprises,3,False,0,legitimate
a86f2a10,U544,AG-43989,AUTH-98265,2026-08-10T09:03:00,5000,10000.0,food_delivery|utilities,utilities,730.8,3,138,1066.14,food_delivery,Urban Mart,2,False,0,legitimate
c7ffdc9a,U552,AG-54606,AUTH-56562,2026-08-10T09:08:00,5000,15000.0,food_delivery|fuel,fuel,360.84,1,817,527.32,fuel,Orion Traders,1,False,0,legitimate
b27f3957,U313,AG-19334,AUTH-71894,2026-08-10T09:10:00,10000,20000.0,fuel|travel|fashion,travel,2150.35,2,229,2666.93,travel,Zenith Enterprises,2,True,0,legitimate
c752d73c,U495,AG-12299,AUTH-44018,2026-08-10T09:37:45,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Orion Enterprises,12,True,1,velocity_abuse
02c85c47,U495,AG-12299,AUTH-44018,2026-08-10T09:42:22,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Metro Solutions,12,True,1,velocity_abuse
4a490729,U495,AG-12299,AUTH-44018,2026-08-10T09:42:40,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Orion Enterprises,12,True,1,velocity_abuse
3b6f9872,U495,AG-12299,AUTH-44018,2026-08-10T09:42:40,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Metro Solutions,12,True,1,velocity_abuse
923cfe36,U495,AG-12299,AUTH-44018,2026-08-10T09:43:57,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Metro Solutions,12,True,1,velocity_abuse
11d71358,U495,AG-12299,AUTH-44018,2026-08-10T09:44:25,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Metro Solutions,12,True,1,velocity_abuse
881b2b52,U495,AG-12299,AUTH-44018,2026-08-10T09:44:45,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Orion Enterprises,12,True,1,velocity_abuse
06d366fc,U495,AG-12299,AUTH-44018,2026-08-10T09:44:54,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Metro Solutions,12,True,1,velocity_abuse
5e1a750b,U495,AG-12299,AUTH-44018,2026-08-10T09:45:05,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Orion Enterprises,12,True,1,velocity_abuse
5b20bf3b,U330,AG-59006,AUTH-23935,2026-08-10T09:46:00,15000,30000.0,pharmacy|entertainment|fuel|fashion,fashion,417.95,3,76,265.33,fashion,Kavya Solutions,2,True,0,legitimate
f9e5bfd8,U495,AG-12299,AUTH-44018,2026-08-10T09:46:01,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Metro Solutions,12,True,1,velocity_abuse
d2f977a8,U495,AG-12299,AUTH-44018,2026-08-10T09:46:03,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Orion Enterprises,12,True,1,velocity_abuse
96a2dde4,U495,AG-12299,AUTH-44018,2026-08-10T09:46:11,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,714.5,travel,Orion Enterprises,12,True,1,velocity_abuse
736e2814,U230,AG-32955,AUTH-92050,2026-08-10T09:59:00,5000,15000.0,fuel|pharmacy|gift_cards|electronics,pharmacy,1973.54,3,725,1256.14,pharmacy,Prime Mart,3,True,0,legitimate
e393a0df,U124,AG-96951,AUTH-26334,2026-08-10T10:02:00,2000,4000.0,gift_cards|travel|grocery|fuel,fuel,151.1,3,767,201.41,fuel,Nova Bazaar,2,True,0,legitimate
eadcb4d9,U108,AG-24662,AUTH-57576,2026-08-10T10:19:00,2000,6000.0,fashion|gift_cards|electronics,gift_cards,645.63,3,881,845.26,electronics,Zenith Bazaar,3,True,0,legitimate
c54f24e5,U373,AG-23983,AUTH-25712,2026-08-10T10:41:00,10000,15000.0,travel|electronics|gift_cards|entertainment,electronics,701.92,1,110,1005.9,electronics,Sapphire Enterprises,1,True,0,legitimate
4602828b,U190,AG-71487,AUTH-68799,2026-08-10T10:59:00,5000,10000.0,fuel|gift_cards,fuel,739.57,1,660,729.62,fuel,Vega Traders,1,True,0,legitimate
f3cd475a,U166,AG-37152,AUTH-86858,2026-08-10T11:29:00,5000,7500.0,food_delivery|gift_cards|grocery,food_delivery,1605.57,1,251,1913.38,food_delivery,Swift Stores,1,True,0,legitimate
6b8084e6,U182,AG-69050,AUTH-23566,2026-08-10T11:58:00,10000,15000.0,food_delivery|fashion|utilities|gift_cards,food_delivery,1206.87,3,860,830.14,utilities,Urban Mart,3,True,0,legitimate
3e8bb557,U427,AG-18509,AUTH-48382,2026-08-10T12:01:00,5000,10000.0,pharmacy|fuel|grocery|entertainment,grocery,747.22,2,512,530.0,grocery,Swift Stores,1,False,0,legitimate
9c0c525d,U498,AG-79742,AUTH-82235,2026-08-10T12:26:00,10000,20000.0,utilities|fuel|electronics,utilities,662.01,3,749,464.75,utilities,Vega Solutions,2,True,0,legitimate
20ce7ed0,U338,AG-25643,AUTH-59440,2026-08-10T12:43:00,10000,30000.0,pharmacy|gift_cards|fashion|electronics,electronics,566.95,3,71,482.17,electronics,Urban Traders,3,True,0,legitimate
2c148ecd,U280,AG-19808,AUTH-87580,2026-08-10T12:49:00,5000,10000.0,grocery|electronics|travel,grocery,231.22,1,611,335.37,grocery,Orion Bazaar,1,True,0,legitimate
64a10e8e,U132,AG-13534,AUTH-61645,2026-08-10T12:55:00,15000,45000.0,fashion|gift_cards|entertainment|food_delivery,entertainment,1174.21,1,636,1566.04,entertainment,Coral Traders,1,True,0,legitimate
459d4c1f,U573,AG-49405,AUTH-21759,2026-08-10T13:20:00,15000,45000.0,electronics|grocery|fashion,grocery,792.26,2,434,1083.93,grocery,Vega Express,2,False,0,legitimate
7df0422c,U208,AG-88317,AUTH-95755,2026-08-10T13:26:00,15000,30000.0,grocery|food_delivery|utilities,utilities,1224.49,1,718,1587.08,utilities,Zenith Bazaar,1,True,0,legitimate
4ce57782,U599,AG-68978,AUTH-83196,2026-08-10T13:50:00,5000,10000.0,gift_cards|pharmacy,pharmacy,582.39,3,60,827.92,pharmacy,Metro Retail,1,True,0,legitimate
098bb1c9,U201,AG-71263,AUTH-82305,2026-08-10T14:19:00,5000,10000.0,gift_cards|food_delivery|pharmacy|utilities,food_delivery,587.96,2,162,354.75,food_delivery,Zenith Bazaar,2,True,0,legitimate
000f0c08,U432,AG-98892,AUTH-51353,2026-08-10T14:30:00,15000,22500.0,electronics|entertainment|pharmacy|fuel,fuel,2246.34,3,598,3090.53,pharmacy,Aster Express,4,True,0,legitimate
b4fd1572,U403,AG-85527,AUTH-22499,2026-08-10T14:35:00,5000,7500.0,fuel|gift_cards|fashion,gift_cards,1650.49,1,639,1809.67,gift_cards,Nova Enterprises,1,False,0,legitimate
496b346e,U515,AG-44754,AUTH-16230,2026-08-10T14:37:00,15000,22500.0,gift_cards|fuel|entertainment|travel,entertainment,541.57,2,334,444.86,entertainment,Trust Retail,1,True,0,legitimate
2b9c61e3,U128,AG-25906,AUTH-69829,2026-08-10T14:47:00,15000,30000.0,gift_cards|electronics|grocery,gift_cards,1979.29,1,166,1647.67,grocery,Vega Solutions,1,True,0,legitimate
11b746c0,U243,AG-21232,AUTH-91083,2026-08-10T14:58:00,5000,7500.0,pharmacy|utilities|fuel,pharmacy,1323.13,2,332,1227.08,fuel,Swift Bazaar,1,True,0,legitimate
11ce577e,U245,AG-60493,AUTH-11617,2026-08-10T15:09:00,10000,20000.0,electronics|food_delivery,electronics,1162.8,3,328,841.5,electronics,Vega Bazaar,3,True,0,legitimate
383e1c2f,U536,AG-33678,AUTH-32058,2026-08-10T15:13:00,15000,22500.0,fuel|fashion|entertainment,fashion,1308.52,3,797,1096.25,fashion,Nova Bazaar,2,True,0,legitimate
f46bb277,U398,AG-49833,AUTH-20215,2026-08-10T15:39:00,5000,15000.0,food_delivery|entertainment|grocery,entertainment,1182.34,2,251,1040.86,entertainment,Vega Solutions,3,False,0,legitimate
91ce219a,U567,AG-33559,AUTH-12486,2026-08-10T16:07:00,10000,30000.0,food_delivery|fashion|pharmacy|entertainment,food_delivery,2399.64,3,311,3397.14,pharmacy,Vega Ventures,2,True,0,legitimate
d3aad503,U259,AG-32047,AUTH-69942,2026-08-10T16:37:00,15000,30000.0,entertainment|utilities|pharmacy|gift_cards,utilities,344.28,1,609,309.83,utilities,Prime Mart,1,True,0,legitimate
21b72ca1,U135,AG-50768,AUTH-24168,2026-08-10T16:41:00,5000,7500.0,food_delivery|gift_cards|entertainment,entertainment,624.05,2,622,501.74,utilities,Coral Ventures,2,False,1,category_abuse
9ae291ff,U121,AG-44970,AUTH-30866,2026-08-10T16:57:00,15000,45000.0,electronics|gift_cards|pharmacy|utilities,gift_cards,2221.33,1,836,1546.49,gift_cards,Swift Stores,2,False,0,legitimate
99eb6d75,U271,AG-18851,AUTH-11807,2026-08-10T17:03:00,2000,6000.0,fuel|pharmacy,fuel,401.44,3,298,468.78,fuel,Nimbus Traders,4,True,0,legitimate
2b4bb686,U473,AG-36050,AUTH-98716,2026-08-10T17:26:00,15000,22500.0,grocery|fashion,grocery,521.41,1,363,777.26,grocery,Nova Retail,1,True,0,legitimate
7fbab648,U352,AG-57948,AUTH-61445,2026-08-10T17:44:00,10000,30000.0,food_delivery|pharmacy|grocery|utilities,food_delivery,2059.71,3,258,2372.65,food_delivery,Aster Traders,3,True,0,legitimate
9204ccc1,U249,AG-67469,AUTH-48185,2026-08-10T17:56:00,5000,10000.0,travel|utilities|fuel,travel,1874.32,1,881,2660.92,utilities,Nova Express,1,False,0,legitimate
e881c865,U230,AG-32955,AUTH-92050,2026-08-10T18:17:00,5000,15000.0,fuel|pharmacy|gift_cards|electronics,pharmacy,1973.54,3,725,1387.69,pharmacy,Kavya Enterprises,3,True,0,legitimate
2a04b77e,U229,AG-28367,AUTH-76046,2026-08-10T18:40:00,15000,45000.0,gift_cards|pharmacy,gift_cards,387.11,1,326,455.53,gift_cards,Zenith Mart,1,True,0,legitimate
b6b45c6a,U218,AG-21725,AUTH-95498,2026-08-10T18:48:00,10000,30000.0,food_delivery|electronics|grocery,grocery,2448.09,1,617,2338.53,grocery,Prime Stores,1,False,0,legitimate
6776eef3,U394,AG-34874,AUTH-84278,2026-08-10T18:49:00,5000,10000.0,fuel|entertainment|gift_cards|grocery,grocery,812.61,1,221,789.87,fuel,Coral Mart,1,True,0,legitimate
f3b33701,U544,AG-43989,AUTH-98265,2026-08-10T19:01:00,5000,10000.0,food_delivery|utilities,utilities,730.8,3,138,872.26,utilities,Swift Traders,3,True,0,legitimate
35ef6203,U439,AG-90781,AUTH-56612,2026-08-10T19:08:00,5000,7500.0,grocery|food_delivery|utilities,grocery,309.32,2,349,293.94,grocery,Swift Ventures,2,False,0,legitimate
eb2edb2b,U350,AG-93995,AUTH-67163,2026-08-10T19:17:00,15000,30000.0,travel|electronics|fuel|utilities,fuel,2402.85,1,313,2378.74,fuel,Metro Retail,2,True,0,legitimate
bc28f500,U483,AG-36772,AUTH-78247,2026-08-10T19:32:00,10000,20000.0,fuel|food_delivery|gift_cards|entertainment,fuel,338.4,1,672,236.67,fuel,Nova Stores,1,True,0,legitimate
b868783a,U342,AG-51984,AUTH-77357,2026-08-10T19:58:00,10000,20000.0,utilities|travel,travel,208.06,3,114,209.93,travel,Aster Ventures,3,True,0,legitimate
39c52ce3,U330,AG-59006,AUTH-23935,2026-08-10T20:05:00,15000,30000.0,pharmacy|entertainment|fuel|fashion,fashion,417.95,3,76,430.13,fashion,Bharat Bazaar,2,True,0,legitimate
6e52230b,U108,AG-24662,AUTH-57576,2026-08-10T20:30:00,2000,6000.0,fashion|gift_cards|electronics,gift_cards,645.63,3,881,514.56,gift_cards,Kavya Traders,3,False,0,legitimate
928e4d54,U156,AG-79621,AUTH-64008,2026-08-10T20:39:00,2000,6000.0,food_delivery|entertainment|electronics|fuel,electronics,737.23,1,609,900.1,electronics,Orion Express,1,False,0,legitimate
19a7a604,U110,AG-87128,AUTH-38864,2026-08-10T20:42:00,5000,15000.0,utilities|fuel|entertainment,entertainment,985.25,1,37,1388.12,utilities,Nova Bazaar,2,True,0,legitimate
9e2523a1,U487,AG-25923,AUTH-13266,2026-08-10T21:04:00,15000,30000.0,electronics|gift_cards|grocery,grocery,894.82,2,444,1264.91,pharmacy,Vega Solutions,2,False,1,category_abuse
e7456f5c,U571,AG-42285,AUTH-82706,2026-08-10T21:10:00,10000,15000.0,entertainment|fashion|utilities,entertainment,1287.8,2,697,945.49,entertainment,Trust Enterprises,3,False,0,legitimate
7a891c9f,U274,AG-13847,AUTH-53910,2026-08-10T21:11:00,2000,4000.0,electronics|food_delivery|grocery|fuel,food_delivery,605.97,1,856,763.13,food_delivery,Urban Hub,1,True,0,legitimate
fa1dccdb,U228,AG-24790,AUTH-14222,2026-08-10T21:34:00,15000,45000.0,gift_cards|grocery,gift_cards,2449.45,2,858,2855.97,gift_cards,Swift Ventures,1,True,0,legitimate
5f57f96f,U149,AG-77449,AUTH-10150,2026-08-10T21:47:00,10000,30000.0,electronics|fuel,fuel,1780.13,2,703,1460.41,fuel,Nova Bazaar,1,True,0,legitimate
1467e6d3,U282,AG-15286,AUTH-38183,2026-08-10T22:03:00,5000,10000.0,fuel|utilities|food_delivery,food_delivery,812.83,1,885,848.46,food_delivery,Prime Ventures,1,True,0,legitimate
2de002a3,U389,AG-53286,AUTH-20515,2026-08-10T22:32:00,15000,45000.0,gift_cards|food_delivery,gift_cards,184.6,1,893,118.05,gift_cards,Trust Hub,1,True,0,legitimate
6708be6e,U152,AG-45018,AUTH-10336,2026-08-10T22:54:00,10000,20000.0,entertainment|gift_cards|pharmacy,pharmacy,489.91,1,319,1765.25,pharmacy,Orion Retail,1,False,1,behavioral_anomaly
94ef9c3f,U211,AG-49294,AUTH-72245,2026-08-10T23:06:00,10000,20000.0,entertainment|electronics|fashion|pharmacy,fashion,531.88,3,865,758.66,fashion,Orion Enterprises,1,True,0,legitimate
5760de41,U557,AG-91836,AUTH-91027,2026-08-10T23:13:00,10000,20000.0,fashion|travel|fuel,travel,168.57,2,697,119.16,fuel,Vega Enterprises,3,False,0,legitimate
5bb1b306,U374,AG-39110,AUTH-85584,2026-08-10T23:37:00,15000,45000.0,fashion|grocery,grocery,1022.31,2,161,1051.36,fashion,Orion Mart,1,False,0,legitimate
5db5c4d0,U574,AG-70266,AUTH-88579,2026-08-11T00:04:00,2000,3000.0,fashion|travel|utilities|food_delivery,utilities,724.56,2,366,1013.46,food_delivery,Prime Retail,2,True,0,legitimate
d3e56c42,U573,AG-49405,AUTH-21759,2026-08-11T00:23:00,15000,45000.0,electronics|grocery|fashion,grocery,792.26,2,434,724.18,grocery,Metro Retail,1,True,0,legitimate
5ccd1e64,U478,AG-38574,AUTH-27394,2026-08-11T00:27:00,15000,45000.0,grocery|utilities|fashion|gift_cards,grocery,1213.24,1,397,5057.08,grocery,Sapphire Traders,1,False,1,behavioral_anomaly
da443c64,U219,AG-24064,AUTH-53914,2026-08-11T00:51:00,5000,15000.0,grocery|electronics|utilities|entertainment,electronics,1877.76,1,321,2524.74,electronics,Coral Mart,1,True,0,legitimate
54f329a6,U335,AG-97851,AUTH-17419,2026-08-11T00:53:00,15000,45000.0,utilities|fashion|travel|pharmacy,pharmacy,2049.52,3,234,1477.83,pharmacy,Urban Mart,4,True,0,legitimate
0cdb453f,U527,AG-36039,AUTH-21062,2026-08-11T01:15:00,2000,3000.0,fashion|electronics,electronics,665.22,2,454,898.22,electronics,Sapphire Bazaar,3,True,0,legitimate
b0e28084,U103,AG-31319,AUTH-58520,2026-08-11T01:21:00,10000,30000.0,food_delivery|grocery,food_delivery,1966.71,1,393,2391.51,food_delivery,Swift Stores,1,False,0,legitimate
3dafc86a,U178,AG-23875,AUTH-41891,2026-08-11T01:35:00,2000,4000.0,utilities|pharmacy|fashion|electronics,utilities,413.27,2,476,550.2,utilities,Nova Express,1,True,0,legitimate
c0070a69,U465,AG-54265,AUTH-15611,2026-08-11T01:53:00,5000,7500.0,gift_cards|grocery,gift_cards,1055.08,1,445,8419.76,gift_cards,Bharat Mart,1,True,1,budget_abuse
fc8b6a27,U553,AG-23816,AUTH-31895,2026-08-11T02:08:00,2000,6000.0,electronics|fashion|food_delivery,food_delivery,182.77,2,675,218.31,food_delivery,Sapphire Solutions,2,True,0,legitimate
2f6eefbe,U242,AG-17038,AUTH-22803,2026-08-11T02:19:00,5000,15000.0,utilities|food_delivery,food_delivery,450.53,1,477,567.7,food_delivery,Bharat Retail,1,False,0,legitimate
90032bf5,U307,AG-31352,AUTH-85007,2026-08-11T02:29:00,2000,3000.0,entertainment|pharmacy|electronics,pharmacy,531.47,2,828,762.41,pharmacy,Urban Hub,2,True,0,legitimate
74104336,U217,AG-16880,AUTH-23133,2026-08-11T02:53:00,15000,22500.0,fashion|travel,travel,472.59,3,453,521.77,fashion,Swift Retail,2,True,0,legitimate
26ce75d9,U397,AG-89423,AUTH-19289,2026-08-11T03:16:00,2000,3000.0,entertainment|gift_cards,entertainment,170.68,3,43,181.97,entertainment,Nimbus Ventures,2,True,0,legitimate
cd393e36,U360,AG-99701,AUTH-65023,2026-08-11T03:44:00,10000,15000.0,fuel|entertainment|food_delivery|fashion,fashion,1055.84,1,876,1145.69,entertainment,Swift Solutions,1,True,0,legitimate
271877da,U232,AG-22119,AUTH-80206,2026-08-11T03:53:00,15000,22500.0,utilities|pharmacy|electronics|gift_cards,pharmacy,749.24,2,771,569.78,pharmacy,Coral Ventures,1,True,0,legitimate
c1147fc2,U457,AG-98829,AUTH-33582,2026-08-11T04:14:00,10000,20000.0,food_delivery|travel|utilities,travel,1966.9,3,350,1963.19,travel,Kavya Bazaar,3,True,0,legitimate
15970bb6,U379,AG-85483,AUTH-95179,2026-08-11T04:17:00,5000,10000.0,food_delivery|entertainment|fuel,entertainment,817.78,3,694,611.84,entertainment,Metro Mart,2,True,0,legitimate
6f79f5cc,U499,AG-13769,AUTH-25544,2026-08-11T04:18:00,2000,4000.0,food_delivery|pharmacy|electronics,food_delivery,461.69,2,257,635.56,food_delivery,Urban Ventures,3,True,0,legitimate
c16c704d,U265,AG-22234,AUTH-95798,2026-08-11T04:24:00,2000,3000.0,entertainment|grocery,entertainment,754.13,1,399,508.56,entertainment,Urban Hub,1,True,0,legitimate
9abb75ab,U431,AG-54294,AUTH-98142,2026-08-11T04:36:00,10000,15000.0,fuel|pharmacy,pharmacy,1852.33,3,520,2726.22,pharmacy,Sapphire Traders,4,True,0,legitimate
f838cd39,U280,AG-19808,AUTH-87580,2026-08-11T04:47:00,5000,10000.0,grocery|electronics|travel,grocery,231.22,1,611,328.99,grocery,Orion Bazaar,1,True,0,legitimate
79dc4af5,U379,AG-85483,AUTH-95179,2026-08-11T05:14:00,5000,10000.0,food_delivery|entertainment|fuel,entertainment,817.78,3,694,888.12,entertainment,Metro Mart,1,True,0,legitimate
e7bdd220,U177,AG-67176,AUTH-12456,2026-08-11T05:20:00,10000,20000.0,food_delivery|grocery|entertainment,entertainment,1162.04,1,500,1347.37,entertainment,Nova Express,1,True,0,legitimate
d457013c,U339,AG-91968,AUTH-90689,2026-08-11T05:21:00,15000,30000.0,travel|electronics|fashion|pharmacy,fashion,163.27,2,893,195.24,fashion,Trust Bazaar,2,False,0,legitimate
9364c708,U425,AG-92396,AUTH-83079,2026-08-11T05:32:00,2000,6000.0,gift_cards|pharmacy|entertainment,pharmacy,416.6,1,869,448.69,pharmacy,Swift Solutions,1,True,0,legitimate
4d4e6d92,U508,AG-16927,AUTH-18942,2026-08-11T05:41:00,10000,30000.0,fuel|entertainment|utilities,entertainment,1351.82,1,540,1615.68,entertainment,Prime Ventures,1,True,0,legitimate
d7d278b2,U501,AG-36922,AUTH-87018,2026-08-11T06:00:00,2000,4000.0,travel|grocery,travel,346.07,1,234,430.12,travel,Coral Enterprises,1,True,0,legitimate
d9aada34,U408,AG-40603,AUTH-36173,2026-08-11T06:28:00,15000,30000.0,fuel|gift_cards|pharmacy,gift_cards,1545.61,1,731,1421.3,gift_cards,Vega Enterprises,1,False,0,legitimate
3b7bf170,U498,AG-79742,AUTH-82235,2026-08-11T06:49:00,10000,20000.0,utilities|fuel|electronics,utilities,662.01,3,749,1141.73,pharmacy,Urban Traders,3,False,1,category_abuse
0c4ed8d2,U133,AG-43065,AUTH-20735,2026-08-11T06:51:00,2000,3000.0,utilities|electronics|entertainment|food_delivery,utilities,319.1,2,511,226.62,utilities,Prime Express,1,True,0,legitimate
fa9174ba,U568,AG-43708,AUTH-21930,2026-08-11T07:08:00,5000,7500.0,pharmacy|entertainment|food_delivery|utilities,food_delivery,893.33,1,147,1125.56,food_delivery,Nimbus Traders,1,False,0,legitimate
989f5f20,U380,AG-84925,AUTH-63054,2026-08-11T07:24:00,5000,10000.0,fuel|fashion|entertainment,entertainment,976.82,1,899,756.52,entertainment,Nimbus Bazaar,1,True,0,legitimate
d8c3be0f,U237,AG-92667,AUTH-40334,2026-08-11T07:32:00,15000,22500.0,grocery|fashion|pharmacy|utilities,grocery,2371.19,3,99,2909.4,grocery,Trust Traders,2,True,0,legitimate
9d916a26,U471,AG-91123,AUTH-57435,2026-08-11T07:38:00,5000,7500.0,grocery|electronics|entertainment|travel,grocery,1310.3,2,809,1572.73,grocery,Kavya Stores,1,True,0,legitimate
2ac0919f,U487,AG-25923,AUTH-13266,2026-08-11T08:01:00,15000,30000.0,electronics|gift_cards|grocery,grocery,894.82,2,444,883.9,grocery,Kavya Traders,2,True,0,legitimate
cf076511,U142,AG-19710,AUTH-85631,2026-08-11T08:16:00,10000,30000.0,entertainment|food_delivery,entertainment,1499.05,2,674,2174.98,food_delivery,Metro Hub,1,False,0,legitimate
65312d49,U543,AG-96714,AUTH-70670,2026-08-11T08:44:00,2000,3000.0,food_delivery|fashion|utilities|gift_cards,food_delivery,452.03,3,213,364.41,food_delivery,Vega Solutions,2,True,0,legitimate
dc1a8b6f,U378,AG-22972,AUTH-31409,2026-08-11T09:06:00,5000,7500.0,electronics|entertainment|grocery|food_delivery,food_delivery,1074.26,3,91,1481.32,food_delivery,Kavya Enterprises,2,True,0,legitimate
fdcae4eb,U310,AG-88647,AUTH-62965,2026-08-11T09:32:00,10000,20000.0,food_delivery|entertainment|pharmacy|electronics,pharmacy,1655.4,2,706,1850.97,pharmacy,Kavya Mart,1,False,0,legitimate
345d03a7,U495,AG-12299,AUTH-44018,2026-08-11T09:40:00,10000,30000.0,pharmacy|utilities|travel,travel,1761.9,3,196,1938.94,travel,Metro Traders,2,False,0,legitimate
001f04d5,U338,AG-25643,AUTH-59440,2026-08-11T10:00:00,10000,30000.0,pharmacy|gift_cards|fashion|electronics,electronics,566.95,3,71,691.36,electronics,Urban Traders,2,True,0,legitimate
3e71607b,U536,AG-33678,AUTH-32058,2026-08-11T10:10:00,15000,22500.0,fuel|fashion|entertainment,fashion,1308.52,3,797,1927.13,fuel,Sapphire Hub,3,True,0,legitimate
6c275aad,U261,AG-79767,AUTH-46842,2026-08-11T10:39:00,2000,3000.0,pharmacy|fuel,fuel,257.89,1,641,206.23,fuel,Sapphire Retail,1,True,0,legitimate
4a348ed0,U146,AG-87993,AUTH-84607,2026-08-11T10:43:00,5000,10000.0,fashion|gift_cards,fashion,1830.56,1,325,1866.81,fashion,Bharat Traders,1,True,0,legitimate
b04d3931,U223,AG-80453,AUTH-97044,2026-08-11T11:02:00,10000,30000.0,travel|fuel,travel,664.95,1,875,693.76,travel,Metro Express,1,True,0,legitimate
2f835502,U215,AG-51555,AUTH-72888,2026-08-11T11:04:00,10000,30000.0,travel|entertainment|gift_cards,travel,805.67,2,387,20402.95,travel,Orion Ventures,2,True,1,budget_abuse
1d55eae4,U139,AG-39045,AUTH-63005,2026-08-11T11:07:00,10000,30000.0,fashion|gift_cards,fashion,717.19,2,738,17730.63,fashion,Nova Hub,2,True,1,budget_abuse
28724d8b,U354,AG-97632,AUTH-37102,2026-08-11T11:32:10,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Prime Bazaar,8,True,1,velocity_abuse
d8d52073,U354,AG-97632,AUTH-37102,2026-08-11T11:32:30,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Prime Bazaar,8,True,1,velocity_abuse
0c3e3f83,U354,AG-97632,AUTH-37102,2026-08-11T11:33:54,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Prime Bazaar,8,True,1,velocity_abuse
4d137acb,U354,AG-97632,AUTH-37102,2026-08-11T11:35:33,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Prime Bazaar,8,True,1,velocity_abuse
4c3ebd52,U354,AG-97632,AUTH-37102,2026-08-11T11:37:42,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Swift Mart,8,True,1,velocity_abuse
9dc23370,U354,AG-97632,AUTH-37102,2026-08-11T11:40:32,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Swift Mart,8,True,1,velocity_abuse
d7a9ed78,U354,AG-97632,AUTH-37102,2026-08-11T11:40:56,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Prime Bazaar,8,True,1,velocity_abuse
65bcbc45,U354,AG-97632,AUTH-37102,2026-08-11T11:41:25,5000,15000.0,electronics|entertainment|fuel|grocery,entertainment,1558.72,1,560,541.9,entertainment,Prime Bazaar,8,True,1,velocity_abuse
056189b1,U225,AG-17567,AUTH-83242,2026-08-11T11:55:00,5000,7500.0,fashion|entertainment|food_delivery,food_delivery,529.99,3,503,653.24,food_delivery,Nova Express,2,False,0,legitimate
3ca525d0,U569,AG-52636,AUTH-33784,2026-08-11T11:56:00,2000,6000.0,travel|electronics,travel,316.11,1,57,3696.27,travel,Nimbus Traders,1,True,1,budget_abuse
0ed36dad,U288,AG-33081,AUTH-41005,2026-08-11T12:16:00,15000,45000.0,pharmacy|gift_cards|electronics,pharmacy,732.46,1,636,477.67,pharmacy,Kavya Mart,1,True,0,legitimate
bae0de40,U513,AG-49965,AUTH-25003,2026-08-11T12:20:00,15000,22500.0,fuel|pharmacy|utilities,pharmacy,282.66,1,375,315.88,pharmacy,Coral Stores,1,True,0,legitimate
10aa037e,U344,AG-63429,AUTH-60860,2026-08-11T12:31:00,5000,7500.0,fuel|grocery|food_delivery,fuel,250.4,2,491,320.73,fuel,Zenith Retail,2,True,0,legitimate
a8c1adb7,U517,AG-78454,AUTH-36299,2026-08-11T12:55:00,15000,30000.0,fashion|entertainment|electronics|grocery,entertainment,1505.58,1,403,1719.02,entertainment,Sapphire Express,1,True,0,legitimate
809b3b34,U314,AG-28772,AUTH-51469,2026-08-11T12:58:00,2000,6000.0,fashion|travel|utilities,fashion,716.05,1,762,910.4,utilities,Swift Bazaar,1,True,0,legitimate
d4066f61,U366,AG-71822,AUTH-88675,2026-08-11T13:16:00,5000,15000.0,fuel|fashion|grocery,fuel,869.84,3,475,1015.48,fashion,Sapphire Traders,3,True,0,legitimate
